city,month,product,price,share,weight,calories,sugar,protein,distance,diesel
1,1,1,0.784536628352257,0.15955620172912,170,150,13,6,1.39405758932822,3.12816446861881
1,1,2,1.08863069051637,0.159618000894768,150,80,0,14,1.34386950987339,3.12816446861881
1,1,3,1.03482423727257,0.158163053404639,150,100,0,15,1.02020850487923,3.12816446861881
1,1,4,0.83574107304219,0.13787002218819,170,150,11,5,1.28176425012178,3.12816446861881
1,1,5,0.480414489479322,0.134293506603582,113,90,8,4,1.11658995242364,3.12816446861881
1,2,1,0.887819668850457,0.173774925795129,170,150,13,6,1.67289107085633,3.82845300483293
1,2,2,1.44084086485123,0.174057512415438,150,80,0,14,1.2557233161224,3.82845300483293
1,2,4,0.889557441321891,0.15221679493822,170,150,11,5,1.66351129090522,3.82845300483293
1,3,3,1.35364193084479,0.167921440900086,150,100,0,15,1.37918040410272,4.24586833220663
1,3,4,0.909904320755264,0.162859899613354,170,150,11,5,1.46928494587881,4.24586833220663
1,3,5,0.586157478960972,0.17182853291533,113,90,8,4,1.61896420959072,4.24586833220663
1,4,1,0.767232164853589,0.153400535052644,170,150,13,6,1.17655049566649,3.66398780731213
1,4,2,1.49254763656919,0.0803010684964364,150,80,0,14,3.89507673398994,3.66398780731213
1,4,3,1.51321209931826,0.101666356151284,150,100,0,15,3.96117287868529,3.66398780731213
1,4,4,0.850091453414666,0.130429625190784,170,150,11,5,1.21924969022523,3.66398780731213
1,4,5,0.487428818343875,0.130772255595674,113,90,8,4,1.42840976186504,3.66398780731213
1,5,2,1.13461145124617,0.16465316491153,150,80,0,14,1.54445297480943,3.15644097404439
1,5,3,1.04137112791638,0.16540556140968,150,100,0,15,1.49735788978686,3.15644097404439
1,5,5,0.748899219032303,0.182852468733903,113,90,8,4,1.84576777267948,3.15644097404439
1,6,1,0.818122690736664,0.180823105279242,170,150,13,6,1.21729440832526,3.31117028625103
1,6,5,0.518298514198883,0.148273435121703,113,90,8,4,1.74313928904969,3.31117028625103
1,7,1,1.01875158745714,0.0950143214603971,170,150,13,6,3.99672518789586,3.74645459415223
1,7,2,1.12163854605057,0.17116814474459,150,80,0,14,1.19058381591776,3.74645459415223
1,7,3,1.06261002101944,0.146628816729839,150,100,0,15,1.1540094169269,3.74645459415223
1,7,4,0.877079974497478,0.139667881518708,170,150,11,5,1.65956627512105,3.74645459415223
1,7,5,0.500598450734655,0.157123197134836,113,90,8,4,0.909707738598873,3.74645459415223
1,8,1,0.843096486126906,0.168380335691194,170,150,13,6,1.33031751115672,3.81495688537522
1,8,2,1.10968461219862,0.151657448567699,150,80,0,14,1.17421838848853,3.81495688537522
1,8,3,1.09148549353816,0.162988643492628,150,100,0,15,1.05263863907192,3.81495688537522
1,8,4,1.14074395789916,0.0382220115143943,170,150,11,5,4.48602421730783,3.81495688537522
1,8,5,0.514459303907299,0.146063604263129,113,90,8,4,1.30992101282021,3.81495688537522
1,9,3,1.43156458809521,0.171958127895078,150,100,0,15,1.78852658729918,3.7666611390036
1,9,5,0.716500885185703,0.187968576112581,113,90,8,4,0.865254368446462,3.7666611390036
1,10,1,0.900889898446684,0.166873590762114,170,150,13,6,1.70508922995327,3.80482620434458
1,10,3,1.38153004818925,0.157750900710698,150,100,0,15,1.07761566087379,3.80482620434458
1,10,4,0.907484086363485,0.172903974422476,170,150,11,5,1.52314947685103,3.80482620434458
1,11,1,0.833463136301397,0.164869815319119,170,150,13,6,0.999407257399188,3.67217756176924
1,11,2,1.10312817231475,0.156166429994791,150,80,0,14,1.78483721901107,3.67217756176924
1,11,3,1.0652927387679,0.146809837017754,150,100,0,15,1.01921818756908,3.67217756176924
1,11,4,0.860370659006856,0.0947678152238057,170,150,11,5,1.74745357695554,3.67217756176924
1,11,5,0.512069795588829,0.157060866496028,113,90,8,4,0.881906872807504,3.67217756176924
1,12,1,0.810955957426692,0.145350430845293,170,150,13,6,1.86119452984393,3.46112085639594
1,12,2,1.16140879113009,0.115189184254791,150,80,0,14,2.34212110201851,3.46112085639594
1,12,3,1.11638715898915,0.153334369750593,150,100,0,15,1.10858859477353,3.46112085639594
1,12,4,0.910179168493845,0.115520538500976,170,150,11,5,1.97981067609279,3.46112085639594
1,12,5,0.475522545137427,0.135755760458981,113,90,8,4,1.00929543077883,3.46112085639594
1,13,1,1.08660265873302,0.186799156127707,170,150,13,6,2.47993104835738,3.70248358942961
1,13,3,1.36327640684089,0.173991392671063,150,100,0,15,1.0478992226324,3.70248358942961
1,14,1,0.845877270274462,0.193896271633592,170,150,13,6,1.03951183652065,3.36693222616346
1,14,5,0.51490954621248,0.162693770498855,113,90,8,4,1.40591239588528,3.36693222616346
1,15,2,1.12779807220111,0.14104593516852,150,80,0,14,1.07718881456775,3.18630598303683
1,15,3,1.07791216765148,0.152346544516619,150,100,0,15,1.01361107319713,3.18630598303683
1,15,4,0.903861954421462,0.212366854088735,170,150,11,5,1.26727730076228,3.18630598303683
1,15,5,0.654168301974137,0.136604771154412,113,90,8,4,5.41122243093451,3.18630598303683
1,16,1,1.03789310248795,0.125507414624015,170,150,13,6,3.96530164732793,4.22932627255384
1,16,2,1.72445517050331,0.101628048047111,150,80,0,14,3.57736975723303,4.22932627255384
1,16,5,0.553736304426399,0.180935821798139,113,90,8,4,0.943866787068742,4.22932627255384
1,17,1,1.08952626693949,0.215123444936621,170,150,13,6,1.17601380328333,3.68155799859494
1,17,2,1.12482273161728,0.169155683514574,150,80,0,14,1.17881073809495,3.68155799859494
1,17,3,1.0827088298397,0.144942795189417,150,100,0,15,1.13357014646315,3.68155799859494
1,18,3,1.56755839343568,0.133290817715884,150,100,0,15,2.89467465920787,4.03638087697646
1,18,4,0.915652905170775,0.152060334746529,170,150,11,5,1.78038196645774,4.03638087697646
1,18,5,0.567978135298161,0.186668044177392,113,90,8,4,0.803120862471168,4.03638087697646
1,19,1,0.824515558714481,0.166196775055008,170,150,13,6,1.10635686042292,3.53955580985203
1,19,3,1.40676444542411,0.171618225791286,150,100,0,15,1.18482560748872,3.53955580985203
1,19,4,0.905794366633761,0.234117821667326,170,150,11,5,1.4960498327693,3.53955580985203
1,20,1,0.930375161063524,0.183866442542505,170,150,13,6,1.16456620899993,3.82147520429
1,20,2,1.50537565993384,0.143586657088375,150,80,0,14,2.00721969486591,3.82147520429
1,20,4,1.18694849793302,0.0790447843845199,170,150,11,5,4.11882144537794,3.82147520429
1,21,1,0.895829044780957,0.151690620981946,170,150,13,6,3.34960349920099,3.55893142818059
1,21,2,1.42189746355024,0.187143248822443,150,80,0,14,1.15885768974935,3.55893142818059
1,21,5,0.559214333021124,0.20151600804265,113,90,8,4,1.19024388217887,3.55893142818059
1,22,1,0.893608323259953,0.173496115970348,170,150,13,6,1.92324536922896,3.13887610356655
1,22,2,1.1498206635079,0.125057660233807,150,80,0,14,1.95607642593654,3.13887610356655
1,22,3,1.11638073467633,0.147719848915158,150,100,0,15,2.16140248503351,3.13887610356655
1,22,4,0.887076471084991,0.175306502052049,170,150,11,5,1.35266557019092,3.13887610356655
1,23,1,0.822234341614873,0.175191655490421,170,150,13,6,1.31743599463642,3.31751026123476
1,23,2,1.45175066368447,0.172660725872247,150,80,0,14,1.55326784656869,3.31751026123476
1,23,5,0.538347942361836,0.184107272919583,113,90,8,4,1.60441422185393,3.31751026123476
1,25,1,0.819747244600067,0.167212754789836,170,150,13,6,1.92579527732201,2.94527338437403
1,25,2,1.45799641144828,0.164536901826242,150,80,0,14,2.0972684002871,2.94527338437403
1,25,5,0.521551667161878,0.174928676061655,113,90,8,4,0.936987380549253,2.94527338437403
1,26,1,0.80182082602293,0.150203450958267,170,150,13,6,1.0325473215281,4.02101697767026
1,26,2,1.07546840791997,0.178958538131686,150,80,0,14,1.21429631149578,4.02101697767026
1,26,3,1.20074012240009,0.110890390557557,150,100,0,15,2.60160285103905,4.02101697767026
1,26,4,0.898509091020809,0.177053787707512,170,150,11,5,1.53056514755437,4.02101697767026
1,26,5,0.50027203240092,0.0986365455106166,113,90,8,4,1.84683474415334,4.02101697767026
1,27,1,1.02496839679719,0.215368200789736,170,150,13,6,0.920423489320446,2.95358763687109
1,27,2,1.04500634987388,0.174244718837669,150,80,0,14,1.20002565272594,2.95358763687109
1,27,3,1.09373868385866,0.168432038809739,150,100,0,15,2.39173765482625,2.95358763687109
1,28,1,0.820750148554333,0.176564019551913,170,150,13,6,0.90043964331032,3.72984065389718
1,28,3,1.44357757482943,0.172377443382527,150,100,0,15,1.24301010438276,3.72984065389718
1,28,5,0.544278197273435,0.156499834366602,113,90,8,4,1.26460287479374,3.72984065389718
1,29,1,0.812351917713475,0.155181214392039,170,150,13,6,1.16329184636309,2.91141873898809
1,29,2,1.22245871847871,0.140274073582408,150,80,0,14,2.72187275761845,2.91141873898809
1,29,3,1.10308871286035,0.145839646611578,150,100,0,15,1.81925914409112,2.91141873898809
1,29,4,0.865633142677466,0.109602945215144,170,150,11,5,1.5179085005984,2.91141873898809
1,29,5,0.496705059154188,0.126856610755629,113,90,8,4,1.94913651350217,2.91141873898809
1,30,1,0.832158806234471,0.161069299975075,170,150,13,6,0.985870404757635,4.25582253702668
1,30,2,1.45638270369482,0.161518280127079,150,80,0,14,1.34686862429598,4.25582253702668
1,30,5,0.562723397294541,0.180978748073372,113,90,8,4,1.42578636922803,4.25582253702668
1,31,1,0.820415626713848,0.171426967195188,170,150,13,6,1.72815037933172,3.77902240706027
1,31,2,1.10013003996822,0.1701106359316,150,80,0,14,1.31661560409748,3.77902240706027
1,31,3,1.07525497461906,0.157697192320316,150,100,0,15,1.34005707871551,3.77902240706027
1,31,4,0.934394047193812,0.118458019102872,170,150,11,5,2.21354071252568,3.77902240706027
1,31,5,0.449784025815077,0.108415302265798,113,90,8,4,0.948906343279608,3.77902240706027
1,32,1,0.862454832231016,0.188621026610833,170,150,13,6,1.07762407097478,4.22924441958644
1,32,3,1.35526683058445,0.170092347386028,150,100,0,15,1.39870760165248,4.22924441958644
1,32,5,0.518665222543638,0.153018440344226,113,90,8,4,1.48077722043003,4.22924441958644
1,33,1,1.08641000427755,0.212105707063963,170,150,13,6,0.898425116085868,3.85837020748464
1,33,2,1.09043351169992,0.168417570920387,150,80,0,14,1.19251793384929,3.85837020748464
1,33,3,1.11699631044268,0.148012960268863,150,100,0,15,1.63609585868852,3.85837020748464
1,34,1,0.813921238603474,0.203742084180781,170,150,13,6,1.00942271809244,2.95791796898421
1,34,2,1.08565057457678,0.194177523433044,150,80,0,14,1.34898077846352,2.95791796898421
1,34,3,1.04273694136546,0.118262772573351,150,100,0,15,1.74526837468244,2.95791796898421
1,34,4,0.944265134359318,0.083218952433244,170,150,11,5,3.07244838812502,2.95791796898421
1,34,5,0.460800648671666,0.135800224527578,113,90,8,4,1.09416519542687,2.95791796898421
1,35,1,0.844337212406165,0.206848312528652,170,150,13,6,1.44188226741185,3.38873497342743
1,35,2,1.15201700511626,0.17901772826783,150,80,0,14,1.49297975234693,3.38873497342743
1,35,3,1.13297801524948,0.121464678105194,150,100,0,15,2.35780982947273,3.38873497342743
1,35,4,0.910174458530838,0.121335354486202,170,150,11,5,1.85406350532235,3.38873497342743
1,35,5,0.542528272099059,0.0972971961856776,113,90,8,4,4.17390053327295,3.38873497342743
2,1,1,0.848671808798726,0.206829014817049,170,150,13,6,1.10537643201703,3.12816446861881
2,1,3,1.38718963125713,0.182240963309549,150,100,0,15,1.40895625747435,3.12816446861881
2,1,4,0.926284758600417,0.127603870472268,170,150,11,5,2.82286035532465,3.12816446861881
2,1,5,0.503189791256082,0.127228912457196,113,90,8,4,1.74723241567407,3.12816446861881
2,2,1,0.909573558760843,0.168651061136247,170,150,13,6,2.17274754950028,3.82845300483293
2,2,2,1.47574279200111,0.178663365365113,150,80,0,14,1.41780206277704,3.82845300483293
2,2,4,0.896486204866993,0.12836607612348,170,150,11,5,1.88676188254263,3.82845300483293
2,2,5,0.551224025073073,0.140318658901638,113,90,8,4,2.64669088035125,3.82845300483293
2,3,1,0.767991406036939,0.147117000807688,170,150,13,6,1.3563539975435,4.24586833220663
2,3,2,1.47016232819172,0.175632031144,150,80,0,14,1.61150255432264,4.24586833220663
2,3,4,0.912372963525163,0.136305921879518,170,150,11,5,1.72725896467588,4.24586833220663
2,3,5,0.513471820440133,0.17095353865831,113,90,8,4,1.31516206982643,4.24586833220663
2,4,1,0.888802853612037,0.175943625952194,170,150,13,6,1.66288784722633,3.66398780731213
2,4,3,1.42616276533625,0.169063436453205,150,100,0,15,1.91196378182848,3.66398780731213
2,4,5,0.55254302655726,0.208740701873971,113,90,8,4,0.980783497570403,3.66398780731213
2,5,1,0.95702263471934,0.245329581224456,170,150,13,6,1.35297387909754,3.15644097404439
2,5,2,1.17689043002721,0.162625316036898,150,80,0,14,3.18317698073554,3.15644097404439
2,5,3,1.07408560668317,0.179061097849239,150,100,0,15,1.75862308713771,3.15644097404439
2,5,4,0.995646959448417,0.132710277669484,170,150,11,5,2.98194168152689,3.15644097404439
2,6,1,1.06852484754614,0.18546554261851,170,150,13,6,1.82020367669854,3.31117028625103
2,6,2,1.51220096176318,0.187595224042014,150,80,0,14,2.54861413408143,3.31117028625103
2,7,1,0.773002624574201,0.164668158566866,170,150,13,6,1.08739475752046,3.74645459415223
2,7,3,1.50244483407997,0.196436568307481,150,100,0,15,1.98134510773543,3.74645459415223
2,7,4,0.891167213817087,0.154635507711837,170,150,11,5,1.62515772636146,3.74645459415223
2,7,5,0.51613041599213,0.170004996230021,113,90,8,4,1.46082360972247,3.74645459415223
2,8,1,0.898112940824936,0.219177522554072,170,150,13,6,1.54807694791097,3.81495688537522
2,8,2,1.18440723514081,0.175456053938201,150,80,0,14,1.80244958994433,3.81495688537522
2,8,3,1.20690267793115,0.143810615972861,150,100,0,15,2.17104270408855,3.81495688537522
2,8,4,0.952571911828068,0.175854155542612,170,150,11,5,1.96062957202838,3.81495688537522
2,9,1,0.841575399337438,0.185301741462224,170,150,13,6,1.70391548726031,3.7666611390036
2,9,2,1.20921440907123,0.190311552766096,150,80,0,14,1.46302677945367,3.7666611390036
2,9,3,1.10996276868799,0.104650613410409,150,100,0,15,1.90085839354589,3.7666611390036
2,9,4,0.970226427265716,0.0806247953648544,170,150,11,5,2.72542287698937,3.7666611390036
2,9,5,0.51181632241907,0.143458771609903,113,90,8,4,1.18552529383209,3.7666611390036
2,10,1,0.814693691191029,0.161845195384687,170,150,13,6,1.12718084170343,3.80482620434458
2,10,3,1.51322841402664,0.169145885519074,150,100,0,15,1.71816411459178,3.80482620434458
2,10,4,0.891860071295622,0.161428501943631,170,150,11,5,2.06992115382547,3.80482620434458
2,10,5,0.490465639177008,0.147889328734162,113,90,8,4,1.21452855633392,3.80482620434458
2,11,3,1.49623101494545,0.174533980329409,150,100,0,15,1.58214012404808,3.67217756176924
2,11,4,0.992278208195234,0.203685452804894,170,150,11,5,2.09019295039008,3.67217756176924
2,11,5,0.58454672719027,0.204060265019635,113,90,8,4,1.68777022579553,3.67217756176924
2,12,2,1.07502675570504,0.157168360221368,150,80,0,14,1.49147139211295,3.46112085639594
2,12,3,1.16134800883611,0.172604940914049,150,100,0,15,1.5652200687859,3.46112085639594
2,12,4,0.98364692520619,0.172289317873952,170,150,11,5,1.86714356895395,3.46112085639594
2,12,5,0.585465110802492,0.180996215297039,113,90,8,4,1.77227597004125,3.46112085639594
2,13,1,0.887073189535283,0.136416780547521,170,150,13,6,3.29018358470142,3.70248358942961
2,13,2,1.27047566249712,0.108898510133012,150,80,0,14,2.93296271370566,3.70248358942961
2,13,3,1.15298929009422,0.196711353850387,150,100,0,15,1.32242687193015,3.70248358942961
2,13,4,0.8807594273166,0.135292825828414,170,150,11,5,1.71131142328366,3.70248358942961
2,13,5,0.540677877284153,0.146744857164563,113,90,8,4,1.54535791842892,3.70248358942961
2,14,1,0.811193722287646,0.210721076938341,170,150,13,6,1.78509092913283,3.36693222616346
2,14,2,1.15427479453517,0.162174269976359,150,80,0,14,1.56407566915204,3.36693222616346
2,14,3,1.09776867570524,0.184580890354409,150,100,0,15,1.27410237062381,3.36693222616346
2,14,4,0.937673723480073,0.0705089392950172,170,150,11,5,3.15751360172461,3.36693222616346
2,14,5,0.50200271754012,0.190058588118508,113,90,8,4,0.959028118779874,3.36693222616346
2,15,1,0.773314464523938,0.176587769315569,170,150,13,6,1.2855369377757,3.18630598303683
2,15,2,1.16213589306475,0.150614797470337,150,80,0,14,2.49971003963789,3.18630598303683
2,15,3,1.06052848271386,0.166980714254199,150,100,0,15,1.78339527366844,3.18630598303683
2,15,4,0.881707668960317,0.11732073849733,170,150,11,5,1.46991258929917,3.18630598303683
2,15,5,0.547633570685965,0.16955298238801,113,90,8,4,2.36609416628935,3.18630598303683
2,16,1,0.89684547088135,0.21686057140069,170,150,13,6,1.43356830250525,4.22932627255384
2,16,2,1.23870517983176,0.161927498901014,150,80,0,14,1.54478025223305,4.22932627255384
2,16,3,1.20747385843781,0.155658889956718,150,100,0,15,2.17921211213905,4.22932627255384
2,16,5,0.532113725919663,0.198155341329949,113,90,8,4,1.011500816604,4.22932627255384
